key,offset,partition,timestamp,topic,value,_rescued_data
VUEwMDAwMDAxMDczNzY0Njc=,219438172,1,1593880888445,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImNhcnQiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk2MTk4NTI2NzgsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDg4ODM5MjQ5OCwiZ2VvIjp7ImNpdHkiOiJEZW52ZXIiLCJzdGF0ZSI6IkNPIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiTV9QUkVNX0siLCJpdGVtX25hbWUiOiJQcmVtaXVtIEtpbmcgTWF0dHJlc3MiLCJpdGVtX3JldmVudWVfaW5fdXNkIjoxOTk1LjAsInByaWNlX2luX3VzZCI6MTk5NS4wLCJxdWFudGl0eSI6MX0seyJpdGVtX2lkIjoiTV9TVEFOX1EiLCJpdGVtX25hbWUiOiJTdGFuZGFyZCBRdWVlbiBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjIwOTAuMCwicHJpY2VfaW5fdXNkIjoxMDQ1LjAsInF1YW50aXR5IjoyfV0sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODU1OTgwMzQ3MCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzc2NDY3In0=,
VUEwMDAwMDAxMDczODIyMzM=,219438185,1,1593880889716,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7InB1cmNoYXNlX3JldmVudWVfaW5fdXNkIjo5NDUuMCwidG90YWxfaXRlbV9xdWFudGl0eSI6MSwidW5pcXVlX2l0ZW1zIjoxfSwiZXZlbnRfbmFtZSI6ImZpbmFsaXplIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwODg2MDY1MTI1LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA4ODk2NzU5MTYsImdlbyI6eyJjaXR5IjoiTmV3IFlvcmsiLCJzdGF0ZSI6Ik5ZIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiTV9TVEFOX0YiLCJpdGVtX25hbWUiOiJTdGFuZGFyZCBGdWxsIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6OTQ1LjAsInByaWNlX2luX3VzZCI6OTQ1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzkxOTUyNjIwNDcsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4MjIzMyJ9,
VUEwMDAwMDAxMDczOTA2MDY=,219255011,0,1593880890536,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6InNoaXBwaW5nX2luZm8iLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4ODA4Nzk4Mzc4ODksImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDg5MDUyOTMyNSwiZ2VvIjp7ImNpdHkiOiJTZWF0dGxlIiwic3RhdGUiOiJXQSJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fUFJFTV9UIiwiaXRlbV9uYW1lIjoiUHJlbWl1bSBUd2luIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6MTA5NS4wLCJwcmljZV9pbl91c2QiOjEwOTUuMCwicXVhbnRpdHkiOjF9XSwidHJhZmZpY19zb3VyY2UiOiJmYWNlYm9vayIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwMTAxOTkxODQzLCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTA2MDYifQ==,
VUEwMDAwMDAxMDczOTE4MjA=,219255019,0,1593880890989,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1hdHRyZXNzZXMiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4ODAyMjc3NjkzNzcsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDg5MDk0OTEzNCwiZ2VvIjp7ImNpdHkiOiJTYW4gQmVybmFyZGlubyIsInN0YXRlIjoiQ0EifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imluc3RhZ3JhbSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwMjI3NzY5Mzc3LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTE4MjAifQ==,
VUEwMDAwMDAxMDczOTYwNzQ=,219255048,0,1593880886022,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6InByZXNzIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwODgwNzU4MzU5LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA4ODU5ODQ4NjYsImdlbyI6eyJjaXR5IjoiTmV3IFlvcmsiLCJzdGF0ZSI6Ik5ZIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDY3NDczNzE3MywidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk2MDc0In0=,
VUEwMDAwMDAxMDczODMwMzk=,219438003,1,1593880891842,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6InJlZ2lzdGVyIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwODg4NTUyODA4LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA4OTE4MzA1OTIsImdlbyI6eyJjaXR5IjoiRWFzdCBQcm92aWRlbmNlIiwic3RhdGUiOiJSSSJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9LIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgS2luZyBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjExOTUuMCwicHJpY2VfaW5fdXNkIjoxMTk1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzkyNzkxNjM0ODAsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4MzAzOSJ9,
VUEwMDAwMDAxMDczOTgxNDU=,219438061,1,1593880893638,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYWluIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwODkzNTkxNjMxLCJnZW8iOnsiY2l0eSI6Ik5ldyBZb3JrIiwic3RhdGUiOiJOWSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoieW91dHViZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwODkzNTkxNjMxLCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTgxNDUifQ==,
VUEwMDAwMDAxMDczOTgwMzc=,219438120,1,1593880883013,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA4ODI5NjQyNjIsImdlbyI6eyJjaXR5IjoiVmVybm9uIiwic3RhdGUiOiJUWCJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDg4Mjk2NDI2MiwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk4MDM3In0=,
VUEwMDAwMDAxMDczODMwMzk=,219438130,1,1593880888575,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImNoZWNrb3V0IiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwODc4Mzg2NDU5LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA4ODg1NTI4MDgsImdlbyI6eyJjaXR5IjoiRWFzdCBQcm92aWRlbmNlIiwic3RhdGUiOiJSSSJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9LIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgS2luZyBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjExOTUuMCwicHJpY2VfaW5fdXNkIjoxMTk1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzkyNzkxNjM0ODAsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4MzAzOSJ9,
VUEwMDAwMDAxMDczODMwMzk=,219438181,1,1593880888575,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6ImNoZWNrb3V0IiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwODc4Mzg2NDU5LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA4ODg1NTI4MDgsImdlbyI6eyJjaXR5IjoiRWFzdCBQcm92aWRlbmNlIiwic3RhdGUiOiJSSSJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9LIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgS2luZyBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjExOTUuMCwicHJpY2VfaW5fdXNkIjoxMTk1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzkyNzkxNjM0ODAsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4MzAzOSJ9,
VUEwMDAwMDAxMDczOTc5NDU=,219438189,1,1593880884550,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJvcmlnaW5hbCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg4MDg3MTYzOTY2MCwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwODg0NTI3ODEzLCJnZW8iOnsiY2l0eSI6Ik5ldyBZb3JrIiwic3RhdGUiOiJOWSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODA4NzE2Mzk2NjAsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5Nzk0NSJ9,
VUEwMDAwMDAxMDczODIyMzM=,219438215,1,1593880889716,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7InB1cmNoYXNlX3JldmVudWVfaW5fdXNkIjo5NDUuMCwidG90YWxfaXRlbV9xdWFudGl0eSI6MSwidW5pcXVlX2l0ZW1zIjoxfSwiZXZlbnRfbmFtZSI6ImZpbmFsaXplIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwODg2MDY1MTI1LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA4ODk2NzU5MTYsImdlbyI6eyJjaXR5IjoiTmV3IFlvcmsiLCJzdGF0ZSI6Ik5ZIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiTV9TVEFOX0YiLCJpdGVtX25hbWUiOiJTdGFuZGFyZCBGdWxsIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6OTQ1LjAsInByaWNlX2luX3VzZCI6OTQ1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzkxOTUyNjIwNDcsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4MjIzMyJ9,
VUEwMDAwMDAxMDczOTEzOTA=,219246278,0,1593880185115,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYWluIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwMTg1MDkxODM5LCJnZW8iOnsiY2l0eSI6IlJhbGVpZ2giLCJzdGF0ZSI6Ik5DIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDE4NTA5MTgzOSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzkxMzkwIn0=,
VUEwMDAwMDAxMDczNzMwMDA=,219246323,0,1593880188213,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnsicHVyY2hhc2VfcmV2ZW51ZV9pbl91c2QiOjk0NS4wLCJ0b3RhbF9pdGVtX3F1YW50aXR5IjoxLCJ1bmlxdWVfaXRlbXMiOjF9LCJldmVudF9uYW1lIjoiZmluYWxpemUiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4ODAwNTQ3ODM3MzksImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDE4ODE5MzM5NCwiZ2VvIjp7ImNpdHkiOiJJbmRpYW5hcG9saXMiLCJzdGF0ZSI6IklOIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiTV9TVEFOX0YiLCJpdGVtX25hbWUiOiJTdGFuZGFyZCBGdWxsIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6OTQ1LjAsInByaWNlX2luX3VzZCI6OTQ1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZmFjZWJvb2siLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODE3Njg5MDUyNywidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzczMDAwIn0=,
VUEwMDAwMDAxMDczOTE0MjQ=,219246329,0,1593880188437,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDE4ODM4OTAxNSwiZ2VvIjp7ImNpdHkiOiJEZW50b24iLCJzdGF0ZSI6IlRYIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJkaXJlY3QiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDE4ODM4OTAxNSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3MzkxNDI0In0=,
VUEwMDAwMDAxMDczODY5ODA=,219246363,0,1593880189795,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJjaGVja291dCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg4MDE1OTUzNDAxNSwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwMTg5NzYwODMyLCJnZW8iOnsiY2l0eSI6IldhaG9vIiwic3RhdGUiOiJORSJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9RIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgUXVlZW4gTWF0dHJlc3MiLCJpdGVtX3JldmVudWVfaW5fdXNkIjoxMDQ1LjAsInByaWNlX2luX3VzZCI6MTA0NS4wLCJxdWFudGl0eSI6MX1dLCJ0cmFmZmljX3NvdXJjZSI6ImVtYWlsIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk3MTI1MzMzNjQsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4Njk4MCJ9,
VUEwMDAwMDAxMDczNjQ3MTk=,219428945,1,1593880187931,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoic2hpcHBpbmdfaW5mbyIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3OTgyNjc1NDQ2NiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwMTg3OTExNTUzLCJnZW8iOnsiY2l0eSI6IlJlZGxhbmRzIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9UIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgVHdpbiBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjU5NS4wLCJwcmljZV9pbl91c2QiOjU5NS4wLCJxdWFudGl0eSI6MX1dLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc3MjYyMjY3NTQ5LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczNjQ3MTkifQ==,
